time,contact_index,geom1,geom2,pos_x,pos_y,pos_z,force_cx,force_cy,force_cz,torque_cx,torque_cy,torque_cz,normal_x,normal_y,normal_z,tangent1_x,tangent1_y,tangent1_z,tangent2_x,tangent2_y,tangent2_z
0.002,61,ground,-1,0.05,0.019999999999999993,-0.004999999999999994,1.0912400635931465,-5.915207880643369e-15,6.100881176297915e-15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0
0.002,62,ground,-1,0.05,0.039999999999999994,-0.004999999999999994,1.0912400635931465,-1.987849734120298e-15,3.631887203484017e-14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0
0.002,63,ground,-1,0.05,0.060000000000000026,-0.004999999999999994,1.0912400635931465,1.939508412402775e-15,6.653686289338249e-14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0
0.002,64,ground,-1,0.05,0.08000000000000002,-0.004999999999999994,1.0912400635931803,5.866866558925844e-15,9.675485375192473e-14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0
0.002,65,ground,-1,0.05,0.1,-0.004999999999999994,1.0912400635931803,9.794224705448916e-15,1.26972844610467e-13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0
5.003999999999671,0,2,-1,0.05655118325450685,-0.08216277672596767,0.18230874950725945,0.694762640935364,0.04914411838115857,-0.06540943837127729,0.0,0.0,0.0,-0.9999997625330987,9.917739815533954e-09,-0.0006891543703668577,9.917737460399013e-09,1.0,6.834853738036619e-12,0.0006891543703668578,8.077935669463161e-28,-0.9999997625330989
5.003999999999671,1,2,-1,0.05655137048107408,-0.08625020697125164,0.182308749469909,0.725177884838412,0.05534313440807235,-0.19563804844295007,0.0,0.0,0.0,-0.9999997664864568,-9.250937420681613e-07,-0.0006833931345657754,-9.250935260466396e-07,0.9999999999995721,-6.322027121594142e-10,0.0006833931345660678,0.0,-0.9999997664868847
5.003999999999671,2,2,-1,0.05655046350549165,-0.08381221219624811,0.18496187315380597,1.3846846278140987,0.09607485722883781,-0.1839927736175194,0.0,0.0,0.0,-0.9999999999997423,-7.180556555230199e-07,3.803843211600428e-09,-7.180556555230199e-07,0.9999999999997422,2.731371130813239e-15,-3.803843211601409e-09,3.944304526105059e-31,-1.0000000000000002
5.003999999999671,3,2,-1,0.056549638091097844,-0.09999998175639874,0.18765997999299444,1.4824097264260498,0.11755575875081058,-0.08831160558307315,0.0,0.0,0.0,-0.9999997741805,-0.0006720408837004479,1.9891457037026016e-09,-0.0006720408837004482,0.9999997741804999,1.3367875383979397e-12,-1.989146152890592e-09,0.0,-1.0000000000000002
5.003999999999671,4,2,-1,0.05654365364405012,-0.09999999991218805,0.2054073152241796,1.232020311870691,0.10668795681646621,0.18057719305209127,0.0,0.0,0.0,-0.9999999999913909,-4.149490151796915e-06,2.3483648266251496e-09,-4.149490151796915e-06,0.9999999999913909,9.74451672099122e-15,-2.3483648266453667e-09,0.0,-1.0
5.003999999999671,5,2,-1,0.05654278242808894,-0.0999999860459746,0.20797571891283712,1.108228344113159,0.10346516678109419,0.07415574660778003,0.0,0.0,0.0,-0.9999997635342551,-0.0006876986841764166,-1.3977219033665208e-06,-0.0006876986841757447,0.9999997635352319,-9.612117410824243e-10,1.3977222338785846e-06,-2.0679515313825692e-25,-0.9999999999990232
5.003999999999671,6,2,-1,0.05653678074092332,-0.09959021000831328,0.2258006232667596,0.8206505268108506,0.09215811204977227,0.29940233715894854,0.0,0.0,0.0,-0.9999999999999983,-3.1636602207308355e-08,4.924896656373542e-08,-3.163660220730832e-08,0.9999999999999997,1.5580699642979285e-15,-4.9248966563735455e-08,1.9721522630525295e-31,-0.999999999999999
5.003999999999671,7,2,-1,0.0565359428875143,-0.09999999105280724,0.22829959240380845,0.7331445747221272,0.08935825141457215,0.2513741071547607,0.0,0.0,0.0,-0.9999997787866239,-0.0006651516392088299,2.7690871684961133e-09,-0.0006651516392088299,0.9999997787866238,1.8418632766821205e-12,-2.7690877810553696e-09,-4.0389678347315804e-28,-0.9999999999999999
5.003999999999671,8,2,-1,0.05652991782346006,-0.0836103688077249,0.24614513447114644,0.35866492278379786,0.06322597157661701,0.24867130979349122,0.0,0.0,0.0,-0.9999999999998818,2.6236419740987237e-07,4.0944971899933465e-07,2.623641974098504e-07,0.9999999999999656,-1.074249469049619e-13,-4.0944971899934873e-07,1.262177448353619e-29,-0.9999999999999162
5.003999999999671,9,2,-1,0.05652908289721798,-0.09999999557040165,0.2486092503138072,0.3639233653060216,0.060804046794348955,0.35880786461432346,0.0,0.0,0.0,-0.9999997741875507,-0.0006720303918754953,4.128786284184672e-09,-0.0006720303918754952,0.9999997741875506,2.7746704910859348e-12,-4.128787216516226e-09,4.0389678347315804e-28,-0.9999999999999999
5.003999999999671,10,2,-1,0.05652308595838383,-0.08354363636034162,0.26654694444541027,0.05618238889907453,0.006966442697472721,0.05574880714911918,0.0,0.0,0.0,-0.9999999999998332,5.776752347984141e-07,3.128437022369006e-09,5.776752347984143e-07,0.9999999999998332,-1.8072205914493687e-15,-3.1284370223695283e-09,0.0,-1.0000000000000002
5.003999999999671,11,2,-1,0.05655125992738333,-0.06426273597994937,0.1823087493252062,0.704642986272442,0.036707674073483076,-0.16316357036184784,0.0,0.0,0.0,-0.9999997681266796,1.679995460666801e-08,-0.0006809894176075859,1.6799950711206756e-08,0.9999999999999999,1.144059130342873e-11,0.000680989417607586,0.0,-0.9999997681266798
5.003999999999671,12,2,-1,0.056551219056175606,-0.06763975265631259,0.18230874945065956,0.755717763014811,0.04486158998781574,-0.3643523973427213,0.0,0.0,0.0,-0.9999997644783728,-9.011789424439958e-07,-0.0006863252776681596,-9.01178730197231e-07,0.999999999999594,-6.185018879018251e-10,0.0006863252776684384,0.0,-0.9999997644787789
5.003999999999671,13,2,-1,0.05655039357404354,-0.06520750813430344,0.18490134550325232,1.3698868874668575,0.07172625090306432,-0.41747745386545027,0.0,0.0,0.0,-0.9999999999997379,-7.241193318011844e-07,4.965298186713904e-09,-7.241193318011844e-07,0.9999999999997379,3.5954684051578474e-15,-4.965298186715206e-09,0.0,-1.0
5.003999999999671,14,2,-1,0.05655045952396269,-0.08216025477524283,0.18495470729838948,1.715042295381539,0.09917833965202012,0.279100121938562,0.0,0.0,0.0,-1.0,-1.0717974450756167e-10,-4.962025208683411e-13,-1.0717974450756167e-10,1.0,-5.318285941067684e-23,4.962025208683411e-13,0.0,-1.0
5.003999999999671,15,2,-1,0.05654356333997353,-0.06515409270501585,0.20529890741709844,1.0299084848700615,0.06444681033962062,-0.3006631585488404,0.0,0.0,0.0,-0.9999999999979947,1.4712644381424923e-06,-1.3586749816663176e-06,1.4712644381411347e-06,0.9999999999989179,1.9989701835217193e-12,1.3586749816677885e-06,-8.077935669463161e-28,-0.9999999999990772
5.003999999999671,16,2,-1,0.05654361487974237,-0.0820855618344363,0.205351762199816,1.291390826550395,0.08805438657513115,0.42536263230346605,0.0,0.0,0.0,-0.9999999999968968,2.072817839498265e-06,-1.3819810498099687e-06,2.0728178394962854e-06,0.9999999999978517,2.864594973900797e-12,1.3819810498129376e-06,0.0,-0.9999999999990451
5.003999999999671,17,2,-1,0.05653677480227034,-0.0809898775082278,0.2257452372410229,0.8563943396021542,0.07367669068388503,0.4584174997885696,0.0,0.0,0.0,-0.9999999999999983,-3.3272832839850964e-08,4.782174213884142e-08,-3.327283283985093e-08,0.9999999999999996,1.5911648322961285e-15,-4.782174213884145e-08,0.0,-0.999999999999999
5.003999999999671,18,2,-1,0.056536775291118405,-0.08200775323123446,0.22574823304533578,0.8697369248127309,0.07700702493685702,0.5964393565913574,0.0,0.0,0.0,-1.0,-1.3504936431936765e-10,1.086224383518367e-08,-1.3504936431936765e-10,1.0,1.4669391250235247e-18,-1.086224383518367e-08,0.0,-1.0
5.003999999999671,19,2,-1,0.05652996224675573,-0.061417978866444775,0.2460868267349121,0.3614438969950073,0.04862081743030112,0.2502742352949545,0.0,0.0,0.0,-1.0,-1.5418290234891462e-10,6.093011080776385e-09,-1.5418290234891462e-10,1.0,9.394381324782002e-19,-6.093011080776385e-09,0.0,-1.0
5.003999999999671,20,2,-1,0.05652993334464952,-0.08193204645000338,0.24614515419980632,0.48055308621769294,0.040082645013990656,0.4788785339123396,0.0,0.0,0.0,-1.0,-1.1748491206651303e-10,6.0122437540069525e-09,-1.1748491206651303e-10,1.0,7.06347928761949e-19,-6.0122437540069525e-09,0.0,-1.0
5.003999999999671,21,2,-1,0.056523119054898,-0.06492771915112416,0.2664869430899137,0.03638319860319798,0.007537554926496658,0.035593853490873864,0.0,0.0,0.0,-0.9999999999996481,5.854338750989791e-07,6.01002983895809e-07,5.854338750988734e-07,0.9999999999998287,-3.518475058082331e-13,-6.01002983895912e-07,5.048709793414476e-29,-0.9999999999998195
5.003999999999671,22,2,-1,0.05652309145413982,-0.08185794472225026,0.26654196647404926,0.11805526574654862,0.006532973355076683,0.11787436544741217,0.0,0.0,0.0,-1.0,-5.135453208549819e-09,3.4699008165877155e-09,-5.135453208549819e-09,1.0,1.781951328189502e-17,-3.4699008165877155e-09,0.0,-1.0
5.003999999999671,23,2,-1,0.0565511551941771,-0.04368448430223714,0.18230874915600884,0.7019355439370744,0.022828708553412583,-0.20289779632929003,0.0,0.0,0.0,-0.9999997704461604,2.4903955312230434e-08,-0.0006775748118840258,2.490394959543188e-08,0.9999999999999998,1.687429283585273e-11,0.0006775748118840262,0.0,-0.9999997704461608
5.003999999999671,24,2,-1,0.056551112309500606,-0.04898386067773163,0.18230874931365282,0.8002195383472003,0.032972604585770636,-0.5382871616266404,0.0,0.0,0.0,-0.9999997660044646,-9.006103132323111e-07,-0.0006840980961115112,-9.006101024938841e-07,0.9999999999995945,-6.161058006208657e-10,0.0006840980961117887,0.0,-0.9999997660048703
5.003999999999671,25,2,-1,0.05655032652406297,-0.04661112079888753,0.18483920176986424,1.3516887352297047,0.04713242722015477,-0.6817618276964926,0.0,0.0,0.0,-0.999999999999758,-6.95862957436753e-07,-3.141012756143509e-11,-6.958629574367531e-07,0.999999999999758,-2.1857144258371182e-17,3.14101275614427e-11,0.0,-1.0000000000000002
5.003999999999671,26,2,-1,0.05655038168707364,-0.06164863166144954,0.18488783089690475,1.711588398683197,0.06991043493053134,0.1722811560725418,0.0,0.0,0.0,-0.9999999999996397,1.5325690117375705e-10,8.489138597938309e-07,1.5325690117370184e-10,1.0,-1.301019075154558e-16,-8.489138597938309e-07,0.0,-0.9999999999996397
5.003999999999671,27,2,-1,0.05654354557796433,-0.04654176012491494,0.20524102806451794,1.0177503502752925,0.043603933480222894,-0.5752295796890432,0.0,0.0,0.0,-0.9999999999999292,-3.7648081846568526e-07,-2.9661779536497775e-11,-3.764808184656853e-07,0.9999999999999293,-1.1167091037050191e-17,2.966177953649988e-11,-1.5407439555097887e-33,-1.0000000000000002
5.003999999999671,28,2,-1,0.05654356355433309,-0.06157531639783369,0.20528274790083456,1.2895883118626303,0.06338131049746125,0.30607073195205253,0.0,0.0,0.0,-0.9999999999994128,1.4060861066511539e-10,1.0837097484022952e-06,1.4060861066503282e-10,1.0,-1.5237892208708848e-16,-1.0837097484022952e-06,0.0,-0.9999999999994128
5.003999999999671,29,2,-1,0.05653676460733643,-0.046471961470953484,0.2256427909203896,0.6844135381424433,0.04011721250809126,-0.42246632746769736,0.0,0.0,0.0,-0.9999999999999983,-5.7336364055970595e-08,0.0,-5.73363640559706e-08,0.9999999999999984,0.0,-0.0,0.0,-1.0
5.003999999999671,30,2,-1,0.056536769227020806,-0.06149528372596077,0.22568759482132328,0.8701608808781564,0.05690315162461849,0.47935491281771514,0.0,0.0,0.0,-1.0,-9.574109521506666e-11,-9.525509980788358e-11,-9.574109521506666e-11,1.0,-9.11982758042726e-21,9.525509980788358e-11,0.0,-1.0
5.003999999999671,31,2,-1,0.05652998361536968,-0.046402865934964156,0.24604450987471765,0.35220469129952753,0.036662089720077486,-0.2351488323298242,0.0,0.0,0.0,-0.9999999999999657,2.622107914806257e-07,-5.5569812580886005e-12,2.622107914806257e-07,0.9999999999999657,1.457100453926465e-18,5.556981258088792e-12,0.0,-1.0000000000000002
5.003999999999671,32,2,-1,0.05652996244948802,-0.061419179074464744,0.24608724135276938,0.47303556995275997,0.034736065610763235,0.47175847229956264,0.0,0.0,0.0,-1.0,-1.0588177047488698e-10,-9.845147079243877e-11,-1.0588177047488698e-10,1.0,-1.042421603336004e-20,9.845147079243877e-11,0.0,-1.0
